ref,official_name,name,distance,district,localities
С-02-13-15,Рівне – Нишівці - Рівне,Рівне – Нишівці – Рівне,8.792,Могилів-Подільський район,"Мурованокуриловецька селищна,
Яришівська сільська"
С-02-13-16,Вінож - Кам'янецькі Хутори,Вінож – Кам'янецькі Хутори,4.92,Могилів-Подільський район,Вендичанська селищна
С-02-13-17,Немерче - Кукавка,Немерче – Кукавка,8.58,Могилів-Подільський район,Вендичанська селищна
С-02-13-18,Бахтин – Воронівці -Знаменівка,Бахтин – Воронівці – Знаменівка,11.43,Могилів-Подільський район,Мурованокуриловецька селищна
С-02-13-19,Об' їзд станції Котюжани,Об' їзд станції Котюжани,2.8,Могилів-Подільський район,Мурованокуриловецька селищна
С-02-13-20,Перекоринці - Попелюхи,Перекоринці – Попелюхи,5.85,Могилів-Подільський район,Мурованокуриловецька селищна
С-02-13-21,Дружба – Рівне - Жван,Дружба – Рівне – Жван,9.82,Могилів-Подільський район,Мурованокуриловецька селищна
С-02-13-22,станція Немерче -Струсова,станція Немерче – Струсова,1.868,Могилів-Подільський район,Вендичанська селищна
С-02-13-23,Горай - Степанки,Горай – Степанки,4.82,Могилів-Подільський район,Мурованокуриловецька селищна
С-02-13-24,Лучинчик - Посухів,Лучинчик – Посухів,21.2,Могилів-Подільський район,"Вендичанська селищна,
Мурованокуриловецька селищна"
О-02-14-01,Немирів – Рачки -Криківці,Немирів – Рачки – Криківці,12.6,Вінницький район,Немирівська міська
О-02-14-02,Немирів - Мухівці,Немирів – Мухівці,5.1,Вінницький район,Немирівська міська
О-02-14-03,Немирів - Іллінці,Немирів – Іллінці,28.462,Вінницький район,"Немирівська міська,
Іллінецька міська"
О-02-14-04,Обідне – Ковалівка -станція Кароліна,Обідне – Ковалівка – станція Кароліна,26.9,Вінницький район,"Вороновицька селищна,
Немирівська міська"
О-02-14-06,Червоне – Ситківці -Буди,Червоне – Ситківці – Буди,25.8,Гайсинський район,Райгородська сільська
О-02-14-07,Рубань - Ометинці,Рубань – Ометинці,25.4,Гайсинський - Вінницький район,"Райгородська сільська,
Немирівська міська"
С-02-14-01,(Cтрий - Тернопіль-Кропивницький -Знам'янка) – Чаульське,М-30 – Чаульське,1.5,Вінницький район,Немирівська міська
С-02-14-02,(Cтрий – Тернопіль -Кропивницький-Знам'янка) - Дубовець,М-30 – Дубовець,2.0,Вінницький район,Немирівська міська
С-02-14-03,(Cтрий – Тернопіль -Кропивницький -Знам'янка) - Гостинне,М-30 – Гостинне,1.42,Вінницький район,Немирівська міська
С-02-14-04,(Cтрий – Тернопіль -Кропивницький -Знам'янка) - Березівка,М-30 – Березівка,2.0,Вінницький район,Немирівська міська
С-02-14-05,(Cтрий – Тернопіль –Кропивницький -Знам'янка) - Озеро,М-30 – Озеро,2.23,Вінницький район,Немирівська міська
С-02-14-06,(Немирів – Ямпіль) -Остапківці,Р-08 – Остапківці,5.13,Вінницький район,Немирівська міська
С-02-14-07,(Немирів – Ямпіль) -Перепеличчя,Р-08 – Перепеличчя,2.6,"Вінницький – Тульчинський
район","Немирівська міська,
Брацлавська селищна"
С-02-14-08,(Немирів – Рачки) -Селевинці,О-02-14-01 – Селевинці,2.99,Вінницький район,Немирівська міська
С-02-14-09,Воловодівка - Шевченка,Воловодівка – Шевченка,4.1,Вінницький район,Вороновицька селищна
С-02-14-10,(Обідне - Кудлаї) -Дубмаслівка,С-02-14-31 – Дубмаслівка,0.6,Вінницький район,Немирівська міська
С-02-14-11,Никифорівці - Лука,Никифорівці – Лука,2.2,Вінницький район,Немирівська міська
С-02-14-12,Йосипенки - Вовчок,Йосипенки – Вовчок,5.04,Вінницький район,Немирівська міська
С-02-14-13,(Червоне – Ситківці –Буди) - Гута,О-02-14-06 – Гута,1.5,Гайсинський район,Райгородська сільська
С-02-14-14,Немирів - Ковалівський цукровий завод,Немирів – Ковалівський цукровий завод,4.48,Вінницький район,Немирівська міська
С-02-14-15,(Немирів – Іллінці) -Межигірка,О-02-14-03 – Межигірка,3.3,Вінницький район,Немирівська міська
С-02-14-16,(Рубань – Будки) -Сорокотяжинці,С-02-14-38 – Сорокотяжинці,2.8,Вінницький район,Немирівська міська
С-02-14-17,(Немирів – Іллінці) -Потоки,О-02-14-03 – Потоки,2.3,Вінницький район,Немирівська міська
С-02-14-18,(Рубань – Ометинці) - Рубіжне,О-02-14-07 – Рубіжне,1.05,Гайсинський район,Райгородська сільська
С-02-14-19,Воробіївка - Нова Миколаївка,Воробіївка – Нова Миколаївка,2.96,Вінницький район,Немирівська міська
С-02-14-20,Мала Бушинка -Шолудьки,Мала Бушинка – Шолудьки,10.28,Вінницький район,Немирівська міська
С-02-14-21,Сокілець - Гвоздів,Сокілець – Гвоздів,7.4,Вінницький район,Немирівська міська
С-02-14-22,(Сокілець – Гвоздів) -Олексіївка,С-02-14-21 – Олексіївка,3.5,Вінницький район,Немирівська міська
С-02-14-23,(Вишківці – Забужжя) - Вигнанка,С-02-14-48 – Вигнанка,2.02,Тульчинський район,Брацлавська селищна
С-02-14-24,Вовчок - Довжок,Вовчок – Довжок,3.1,Тульчинський район,Брацлавська селищна
С-02-14-25,(Вовчок - Бугаків) -Зеленянка,С-02-14-45 – Зеленянка,1.51,Вінницький район,Немирівська міська
С-02-14-26,Скрицьке - Шура,Скрицьке – Шура,3.1,Тульчинський район,Брацлавська селищна
С-02-14-27,Новоселівка - Глинське,Новоселівка – Глинське,3.5,Тульчинський район,Брацлавська селищна
С-02-14-28,(Торків – Брацлав –Ситківці – Леухи -станція Монастирище) -Ситковецький ХПП,О-02-15-01 – Ситковецький ХПП,2.04,"Гайсинський
район",Райгородська сільська
С-02-14-29,Брицьке – Підлісне -Обідне,Брицьке – Підлісне – Обідне,3.29,Вінницький район,"Липовецька міська,
Вороновицька селищна"
С-02-14-30,(Немирів – Рачки) -Монастирок,О-02-14-01 – Монастирок,1.4,Вінницький район,Немирівська міська
С-02-14-31,Кудлаї - Сподахи,Кудлаї – Сподахи,13.0,Вінницький район,Немирівська міська
С-02-14-32,(Кудлаї - Сподахи) -Байраківка,С-02-14-31 – Байраківка,1.35,Вінницький район,Немирівська міська
С-02-14-33,(Cтрий – Тернопіль –Кропивницький -Знам'янка) - Кудлаї,М-30 – Кудлаї,2.1,Вінницький район,Немирівська міська
С-02-14-34,(Cтрий – Тернопіль –Кропивницький -Знам'янка) - Никифорівці,М-30 – Никифорівці,3.62,Вінницький район,Немирівська міська
С-02-14-35,(Cтрий – Тернопіль –Кропивницький -Знам'янка) - Медвежа,М-30 – Медвежа,0.82,Вінницький район,Немирівська міська
С-02-14-36,Гунька – Язвинки -Боблів,Гунька – Язвинки – Боблів,7.06,Вінницький район,Немирівська міська
С-02-14-37,(Cтрий – Тернопіль –Кропивницький -Знам'янка) - Зарудинці,М-30 – Зарудинці,1.14,Вінницький район,Немирівська міська
С-02-14-38,Рубань – Будки - станція Кароліна,Рубань – Будки – станція Кароліна,12.84,Вінницький район,Немирівська міська
С-02-14-39,Бондурівка - Мар`янівка,Бондурівка – Мар`янівка,5.16,Вінницький район,Немирівська міська
С-02-14-40,Ометинці - Мельниківці,Ометинці – Мельниківці,4.5,Гайсинський район,Райгородська сільська
С-02-14-41,Мухівці - Стрільчинці,Мухівці – Стрільчинці,9.4,Вінницький район,Немирівська міська
С-02-14-42,(Немирів - Могилів-Подільський) -Воробіївка,Р-36 – Воробіївка,4.2,Вінницький район,Немирівська міська
С-02-14-43,(Немирів – Ямпіль) -Велика Бушинка,Р-08 – Велика Бушинка,3.4,Вінницький район,Немирівська міська
С-02-14-44,(Немирів – Ямпіль) -Чуків,Р-08 – Чуків,1.5,Вінницький район,Немирівська міська
С-02-14-45,Вовчок - Бугаків,Вовчок – Бугаків,11.2,Вінницький - Тульчинський район,"Немирівська міська,
Брацлавська селищна"
С-02-14-46,Брацлав – Скрицьке –Новоселівка - Мар`янівка,Брацлав – Скрицьке – Новоселівка – Мар`янівка,24.0,Тульчинський – Гайсинський район,"Брацлавська селищна,
Райгородська сільська"
С-02-14-47,Зяньківці - Салинці,Зяньківці – Салинці,4.82,Тульчинський - Гайсинський район,"Брацлавська селищна,
Райгородська сільська"
С-02-14-48,Воловодівка - Обідне,Воловодівка – Обідне,5.75,Вінницький район,Вороновицька селищна
С-02-14-49,Вишківці - Забужжя,Вишківці – Забужжя,13.6,Тульчинський район,Брацлавська селищна
С-02-14-50,Самчинці - Нові Обіходи,Самчинці – Нові Обіходи,9.7,Гайсинський - Тульчинський район,"Райгородська сільська,
Брацлавська сільська"
С-02-14-51,(Cтрий – Тернопіль –Кропивницький -Знам'янка) - Вища Кропивна,М-30 – Вища Кропивна,3.1,Гайсинський район,Райгородська сільська
С-02-14-52,(Cтрий – Тернопіль –Кропивницький -Знам'янка) - Немирів,М-30 – Немирів,2.749,Вінницький район,Немирівська міська
О-02-15-01,Оратів – Ступки –Коритня - станція Монастирище -Монастирище,Оратів – Ступки – Коритня – станція Монастирище – Монастирище,15.8,Вінницький район,Оратівська селищна
О-02-15-02,Медівка - Новоживотів,Медівка – Новоживотів,20.402,Вінницький район,Оратівська селищна
О-02-15-03,станція Оратів - Юшківці,станція Оратів – Юшківці,26.83,Вінницький район,Оратівська селищна
О-02-15-04,Фронтівка – Балабанівка - Цибулів,Фронтівка – Балабанівка – Цибулів,12.934,Вінницький район,Оратівська селищна
С-02-15-01,Оратів - Гоноратка,Оратів – Гоноратка,3.782,Вінницький район,Оратівська селищна
С-02-15-02,(Біла Церква – Тетіїв – Липовець – Гуменне) - Чагівське,Р-17 – Чагівське,1.134,Вінницький район,Оратівська селищна
С-02-15-03,Стрижаків - Синарна,Стрижаків – Синарна,1.772,Вінницький район,Оратівська селищна
С-02-15-04,Сабарівка - Дівочина,Сабарівка – Дівочина,3.697,Вінницький район,Оратівська селищна
С-02-15-05,Балабанівка - Богданівка,Балабанівка – Богданівка,3.3,Вінницький район,Оратівська селищна
С-02-15-06,Чернявка - Ганівка,Чернявка – Ганівка,3.62,Вінницький район,"Погребищенська міська,
Оратівська селищна"
С-02-15-07,Човновиця - Озерне,Човновиця – Озерне,4.047,Вінницький район,Оратівська селищна
С-02-15-08,Човновиця - Закриниччя,Човновиця – Закриниччя,2.94,Вінницький район,Оратівська селищна
С-02-15-09,(Лопатинка –Сологубівка) -Тарасівка,С-02-15-26 – Тарасівка,1.371,Вінницький район,Оратівська селищна
С-02-15-10,Осична - Каленівка,Осична – Каленівка,6.302,Вінницький район,Оратівська селищна
С-02-15-11,(Оратів – Ступки –Коритня - станція Монастирище –Монастирище) -Лінеччина,О-02-15-01 – Лінеччина,0.9,Вінницький район,Оратівська селищна
С-02-15-12,Бабин - Синарна,Бабин – Синарна,2.591,Вінницький район,"Іллінецька міська,
Оратівська селищна"
С-02-15-13,Підвисоке - Тарасівка,Підвисоке – Тарасівка,2.0,Вінницький район,Оратівська селищна
С-02-15-14,Кам`яногірка – Вербівка - Скала,Кам`яногірка – Вербівка – Скала,9.408,Вінницький район,Оратівська селищна
С-02-15-15,Бартошівка - Люлинці,Бартошівка – Люлинці,11.718,Вінницький район,"Оратівська селищна,
Липовецька міська"
С-02-15-16,Чагів - Велика Ростівка,Чагів – Велика Ростівка,5.4,Вінницький район,Оратівська селищна
С-02-15-17,(Біла Церква – Тетіїв – Липовець – Гуменне) - Животівка,Р-17 – Животівка,1.9,Вінницький район,Оратівська селищна
С-02-15-18,(Паріївка - станція Оратів) - Стрижаків,О-02-05-09 – Стрижаків,2.642,Вінницький район,Оратівська селищна
С-02-15-19,(Парївка - станція Оратів) - Яблуновиця,О-02-05-09 – Яблуновиця,3.525,Вінницький район,"Оратівська селищна,
Іллінецька міська"
С-02-15-20,Дібровинці - Кошлани,Дібровинці – Кошлани,5.565,Вінницький район,"Оратівська селищна,
Іллінецька міська"
С-02-15-21,(Дашів – Угарове) -Сабарівка,О-02-05-06 – Сабарівка,5.603,Вінницький район,Оратівська селищна
С-02-15-22,Фронтівка - Підвисоке,Фронтівка – Підвисоке,8.93,Вінницький район,Оратівська селищна
С-02-15-23,Скоморошки - Човновиця,Скоморошки – Човновиця,4.0,Вінницький район,Оратівська селищна
С-02-15-24,Скоморошки -Сологубівка,Скоморошки – Сологубівка,10.62,Вінницький район,Оратівська селищна
С-02-15-25,станція Оратів - Велика Ростівка,станція Оратів – Велика Ростівка,8.9,Вінницький район,Оратівська селищна
С-02-15-26,Лопатинка - Сологубівка,Лопатинка – Сологубівка,6.812,Вінницький район,Оратівська селищна
С-02-15-27,Оратівка - Осична,Оратівка – Осична,9.2,Вінницький район,Оратівська селищна
С-02-15-28,Кошлани - Скибин,Кошлани – Скибин,9.585,Вінницький район,Оратівська селищна
О-02-16-01,Піщанка - Миролюбівка,Піщанка – Миролюбівка,8.396,Тульчинський район,Піщанська селищна
О-02-16-02,Грабарівка – Студенна - Баштанків,Грабарівка – Студенна – Баштанків,25.735,Тульчинський район,Студенянська сільська
О-02-16-03,Болган - Грабарівка,Болган – Грабарівка,11.42,Тульчинський район,Студенянська сільська
О-02-16-04,Попелюхи – Рудницьке -Городище,Попелюхи – Рудницьке – Городище,10.451,Тульчинський район,Піщанська селищна
О-02-16-05,Попелюхи - Гонорівка,Попелюхи – Гонорівка,7.52,Тульчинський район,"Піщанська селищна,
Студенянська сільська"
О-02-16-06,Піщанка – Брохвичі -Гонорівка,Піщанка – Брохвичі – Гонорівка,6.53,Тульчинський район,"Піщанська селищна,
Студенянська сільська"
О-02-16-07,Піщанка - Чечельник,Піщанка – Чечельник,34.18,Тульчинський - Гайсинський район,"Піщанська селищна,
Чечельницька селищна"
С-02-16-01,(Грабарівка – Студенна –Баштанків) - Червона Поляна,О-02-16-02 – Червона Поляна,4.085,Тульчинський район,Студенянська сільська
С-02-16-02,П'ятихатка - Палійове,П'ятихатка – Палійове,2.818,Тульчинський район,Студенянська сільська
С-02-16-03,Грабарівка - Верхня Слобідка,Грабарівка – Верхня Слобідка,5.0,Тульчинський район,Студенянська сільська
С-02-16-04,Чорномин - Пиріжна,Чорномин – Пиріжна,4.712,Тульчинський район,Піщанська селищна
С-02-16-05,(Чорномин – Пиріжна) - Рибки,С-02-16-04 – Рибки,1.251,Тульчинський район,Піщанська селищна
С-02-16-06,Вільшанка – Калинівка -Трибусівка,Вільшанка – Калинівка – Трибусівка,5.2,Тульчинський район,Студенянська сільська
С-02-16-07,Козлівка - Рибки,Козлівка – Рибки,4.0,Тульчинський район,Піщанська селищна
С-02-16-08,Чорномин - Рудницьке,Чорномин – Рудницьке,3.0,Тульчинський район,Піщанська селищна
С-02-16-09,(Вапнярка – Крижопіль - КПП Загнитків) - Затишне,Т-02-33 – Затишне,2.5,Тульчинський район,Студенянська сільська
С-02-16-10,Гонорівка - Козацьке,Гонорівка – Козацьке,3.58,Тульчинський район,Студенянська сільська
С-02-16-11,Рудниця - Попелюхи,Рудниця – Попелюхи,8.0,Тульчинський район,Піщанська селищна
С-02-16-12,Козлівка - Городище,Козлівка – Городище,8.1,Тульчинський район,Піщанська селищна
С-02-16-13,Дмитрашівка -Миролюбівка,Дмитрашівка – Миролюбівка,8.944,Тульчинський район,Піщанська селищна
С-02-16-14,Аеропорт - станція Попелюхи,Аеропорт – станція Попелюхи,3.3,Тульчинський район,Піщанська селищна
С-02-16-15,(КПП Болган - Піщанка - Чечельник) -Дмитрашківка,Т-02-25 – Дмитрашківка,7.082,Тульчинський район,"Піщанська селищна,
Студенянська сільська"
С-02-16-16,(Вапнярка – Крижопіль - КПП Загнитків) - Ставки,Т-02-33 – Ставки,2.207,Тульчинський район,Піщанська селищна
С-02-16-17,(Вапнярка – Крижопіль - КПП Загнитків) - Яворівка,Т-02-33 – Яворівка,2.114,Тульчинський район,Піщанська селищна
О-02-17-01,Погребище – Ширмівка - Соснівка,Погребище – Ширмівка – Соснівка,24.33,Вінницький район,Погребищенська міська
О-02-17-02,Плисків - Якимівка,Плисків – Якимівка,23.648,Вінницький район,"Погребищенська міська,
Оратівська селищна"
О-02-17-03,станція Погребище –Адамівка – Розкопане -Барвінкове,станція Погребище – Адамівка – Розкопане – Барвінкове,8.4,Вінницький район,Погребищенська міська
О-02-17-04,Очеретня - Плисків,Очеретня – Плисків,13.1,Вінницький район,Погребищенська міська
О-02-17-05,Границя Житомирської області – Погребище - Іллінці,границя Житомирської області – Погребище – Іллінці,59.775,Вінницький район,"Погребищенська міська,
Липовецька міська,
Іллінецька міська"
С-02-17-01,(Михайлин -Воскодавинці) - Станилівка,С-02-08-33 – Станилівка,8.16,Вінницький район,Погребищенська міська
С-02-17-02,(Станилівка – Білашки) - Вишнівка,С-02-17-28 – Вишнівка,2.72,Вінницький район,Погребищенська міська
С-02-17-03,(Бурківці – Озерна) -Бухни,С-02-17-29 – Бухни,3.74,Вінницький район,Погребищенська міська
С-02-17-04,(Бурківці – Озерна) -Богатир,С-02-17-29 – Богатир,3.2,Вінницький район,Погребищенська міська
С-02-17-05,Надросся - Булаї,Надросся – Булаї,2.2,Вінницький район,Погребищенська міська
С-02-17-06,(Турбів – Погребище – Сквира) - Веселівка,Т-02-03 – Веселівка,2.06,Вінницький район,Погребищенська міська
С-02-17-07,(Турбів – Погребище – Сквира) - Кулешів,Т-02-03 – Кулешів,1.5,Вінницький район,Погребищенська міська
С-02-17-08,(Турбів – Погребище – Сквира) - Бурківці,Т-02-03 – Бурківці,1.91,Вінницький район,Погребищенська міська
С-02-17-09,Розкопане - Наказне,Розкопане – Наказне,1.5,Вінницький район,Погребищенська міська
С-02-17-10,(Турбів – Погребище – Сквира - Задорожне,Т-02-03 – Задорожне,3.1,Вінницький район,Погребищенська міська
С-02-17-11,Григорівка – Мончин - (Зозів),Григорівка – Мончин – Зозів,17.155,Вінницький район,"Погребищенська міська,
Липовецька міська"
С-02-17-12,(Липовець – Славна –Спичинці – Погребище) - Погребище-II,Т-02-36 – Погребище-II,2.5,Вінницький район,Погребищенська міська
С-02-17-13,(Липовець – Славна –Спичинці – Погребище) - Довжок,Т-02-36 – Довжок,1.83,Вінницький район,Погребищенська міська
С-02-17-14,Саражинці - Попівці,Саражинці – Попівці,8.5,Вінницький район,Погребищенська міська
С-02-17-15,Збаржівка - Травневе,Збаржівка – Травневе,3.1,Вінницький район,Погребищенська міська
С-02-17-16,(Очеретня – Плисків) - Паріївка,О-02-17-04 – Паріївка,1.5,Вінницький район,Погребищенська міська
С-02-17-17,Старостинці - Ліщинці,Старостинці – Ліщинці,6.83,Вінницький район,Погребищенська міська
С-02-17-18,Старостинці - Іваньки,Старостинці – Іваньки,4.94,Вінницький район,Погребищенська міська
С-02-17-19,(границя Житомирської області – Погребище – Іллінці) - станція Рось,О-02-17-05 – станція Рось,2.545,Вінницький район,Погребищенська міська
С-02-17-20,(Білашки – Смаржинці) -Вишнівка,С-02-17-23 – Вишнівка,1.976,Вінницький район,Погребищенська міська
С-02-17-21,(Саражинці – Бабинці –Новофастів) - Юнашки,С-02-17-37 – Юнашки,0.79,Вінницький район,Погребищенська міська
С-02-17-22,Степанки - Талалаї,Степанки – Талалаї,5.3,Вінницький район,Погребищенська міська
